10,16,9,7,6,0.5625,0.333333333
10,16,6,6,5,0.625,0.166666667
10,16,7.348469228,6.480740698,5.477225575,0.592927061,0.23570226
,,,,,,
12,15,12,6,8,0.6,0.333333333
12,21,9,5,5,0.761904762,0.444444444
12,18,15,6,5,0.666666667,0.666666667
12,17.83176586,11.74460292,5.646216173,5.848035476,0.672956346,0.46224085
,,,,,,
14,19,14,6,6,0.684210526,0.571428571
14,20,15,6,7,0.7,0.533333333
14,18,11,6,7,0.666666667,0.363636364
14,18.98243992,13.21916408,6,6.649399761,0.68349002,0.480333262
,,,,,,
16,21,21,7,15,0.666666667,0.285714286
16,22,22,7,5,0.681818182,0.772727273
16,25,18,7,6,0.72,0.666666667
16,23,23,7,7,0.695652174,0.695652174
16,23,17,6,6,0.739130435,0.647058824
16,21,20,6,8,0.714285714,0.6
16,16,19,6,6,0.625,0.684210526
16,21,22,6,6,0.714285714,0.727272727
16,24,18,6,6,0.75,0.666666667
16,22,23,6,7,0.727272727,0.695652174
16,21.66322024,20.18969628,6.381605689,6.853467509,0.702490662,0.62553873
,,,,,,
18,31,29,6,7,0.806451613,0.75862069
18,23,25,6,7,0.739130435,0.72
18,27,32,7,14,0.740740741,0.5625
18,30,34,7,14,0.766666667,0.588235294
18,28,35,6,5,0.785714286,0.857142857
18,26,30,5,7,0.807692308,0.766666667
18,21,15,5,7,0.761904762,0.533333333
18,24,25,5,8,0.791666667,0.68
18,20,24,8,13,0.6,0.458333333
18,27,25,6,6,0.777777778,0.76
18,25.45968479,26.73214892,6.02948346,8.254300635,0.755358749,0.657081629
,,,,,,
20,35,33,6,7,0.828571429,0.787878788
20,23,26,6,7,0.739130435,0.730769231
20,28,31,9,15,0.678571429,0.516129032
20,25,43,7,15,0.72,0.651162791
20,37,41,9,15,0.756756757,0.634146341
20,31,38,6,7,0.806451613,0.815789474
20,37,43,6,7,0.837837838,0.837209302
20,27,43,9,15,0.666666667,0.651162791
20,33,36,7,14,0.787878788,0.611111111
20,34,46,8,13,0.764705882,0.717391304
20,30.61974491,37.47039001,7.192201722,10.82636983,0.756577859,0.688470764
,,,,,,
22,35,48,8,16,0.771428571,0.666666667
22,28,30,7,16,0.75,0.466666667
22,27,34,7,14,0.740740741,0.588235294
22,29,35,9,16,0.689655172,0.542857143
22,30,47,8,15,0.733333333,0.680851064
22,26,36,8,14,0.692307692,0.611111111
22,38,48,8,16,0.789473684,0.666666667
22,28,37,8,15,0.714285714,0.594594595
22,30,39,8,14,0.733333333,0.641025641
22,29,35,7,8,0.75862069,0.771428571
22,29.80947532,38.43160681,7.776920424,14.15838293,0.736680464,0.617820803
,,,,,,
10,16,7.348469228,6.480740698,5.477225575,0.592927061,0.23570226
12,17.83176586,11.74460292,5.646216173,5.848035476,0.672956346,0.46224085
14,18.98243992,13.21916408,6,6.649399761,0.68349002,0.480333262
16,21.66322024,20.18969628,6.381605689,6.853467509,0.702490662,0.62553873
18,25.45968479,26.73214892,6.02948346,8.254300635,0.755358749,0.657081629
20,30.61974491,37.47039001,7.192201722,10.82636983,0.756577859,0.688470764
22,29.80947532,38.43160681,7.776920424,14.15838293,0.736680464,0.617820803
